# nm = 1024 nc = 1 len = 10 extf = 0 beta = 0.3
#energy 	magnetization 	acceptance
-0.68	-0.28	0.66
-0.68	-0.46	0.51
-0.76	-0.46	0.48
-0.96	-0.4	0.35
-0.72	-0.3	0.57
-0.36	-0.14	0.5
-0.72	-0.22	0.62
-1.16	-0.66	0.52
-0.84	-0.46	0.3
-0.48	-0.34	0.48
-0.68	-0.32	0.49
-0.72	-0.26	0.57
-0.56	-0.04	0.59
-0.6	0.02	0.63
-0.88	0.2	0.61
-0.88	0.32	0.44
-0.92	0.38	0.49
-0.88	0.28	0.49
-0.76	-0.04	0.52
-0.6	0.18	0.53
-0.6	-0.12	0.53
-0.72	0.02	0.57
-0.44	-0.06	0.54
-0.88	-0.1	0.44
-0.92	0.02	0.5
-0.8	0.16	0.45
-0.56	0.18	0.57
-0.8	0.28	0.65
-0.92	0.38	0.53
-0.8	0.32	0.45
-0.72	0.38	0.55
-0.92	0.34	0.54
-0.68	0.42	0.44
-0.96	0.54	0.4
-0.92	0.58	0.46
-0.28	0.2	0.57
-0.4	0.08	0.68
-0.6	0.32	0.62
-0.64	0.28	0.6
-0.52	0.02	0.53
-0.56	0.18	0.58
-0.6	0.18	0.62
-0.64	0.26	0.54
-0.52	0.18	0.46
-0.52	0.14	0.52
-0.72	0.18	0.54
-0.56	0.26	0.44
-0.56	0.14	0.66
-0.36	0.14	0.64
-0.56	0.04	0.63
-0.6	4.85723e-17	0.56
-1	0.24	0.46
-0.92	-0.02	0.41
-0.64	0.1	0.48
-0.88	0.12	0.41
-0.44	0.2	0.5
-0.6	0.08	0.56
-0.8	-0.1	0.59
-0.68	0.02	0.52
-0.4	0.12	0.63
-0.56	0.02	0.57
-0.68	0.08	0.49
-0.8	4.85723e-17	0.48
-0.72	0.08	0.5
-0.76	0.24	0.58
-0.8	0.18	0.43
-0.88	0.22	0.46
-0.56	0.14	0.54
-0.68	0.04	0.57
-0.56	0.1	0.53
-0.92	0.04	0.55
-0.8	-0.08	0.46
-0.96	-0.2	0.46
-0.8	-0.06	0.47
-0.8	-0.04	0.39
-0.92	-0.12	0.38
-0.84	-0.18	0.41
-0.84	-0.26	0.5
-0.72	-0.12	0.55
-0.52	-0.18	0.57
-0.64	6.245e-17	0.63
-0.92	0.26	0.49
-1	0.38	0.46
-1.12	0.46	0.34
-0.84	0.32	0.39
-0.6	0.32	0.46
-0.4	0.04	0.72
-0.44	-0.08	0.64
-0.64	-0.04	0.56
-0.48	0.08	0.62
-0.6	0.08	0.54
-0.68	0.14	0.51
-0.56	0.18	0.6
-0.72	0.1	0.64
-0.6	0.1	0.46
-0.8	0.02	0.54
-1	0.28	0.41
-0.96	0.3	0.49
-0.96	0.22	0.4
-0.76	0.2	0.41
-0.6	0.12	0.48
-0.72	0.14	0.45
-0.44	0.26	0.6
-0.84	0.28	0.45
-0.92	0.22	0.51
-0.96	0.4	0.43
-0.84	0.26	0.49
-0.56	0.3	0.58
-0.76	0.28	0.53
-0.68	0.24	0.64
-0.72	-0.14	0.51
-0.64	-0.06	0.56
-0.68	0.32	0.53
-0.96	0.38	0.49
-1.08	0.38	0.44
-1	0.16	0.41
-0.76	0.04	0.44
-0.52	0.06	0.53
-0.64	4.85723e-17	0.55
-0.56	0.08	0.54
-0.84	4.85723e-17	0.48
-0.6	-0.04	0.62
-0.72	-0.14	0.59
-0.92	-0.12	0.43
-0.76	6.245e-17	0.6
-0.84	0.02	0.47
-0.8	-0.06	0.56
-0.64	0.02	0.52
-0.92	-0.06	0.54
-1.04	-0.32	0.45
-0.64	-0.18	0.45
-0.72	-0.14	0.5
-0.64	0.12	0.59
-0.68	0.14	0.59
-0.56	0.12	0.51
-0.8	0.16	0.64
-0.84	0.1	0.55
-0.96	0.1	0.38
-0.76	0.1	0.54
-0.64	0.2	0.59
-1.04	0.46	0.41
-0.8	0.24	0.45
-0.76	0.18	0.45
-0.76	0.3	0.62
-0.88	0.18	0.5
-0.68	-0.04	0.53
-0.92	0.14	0.55
-0.56	0.16	0.55
-0.48	0.02	0.59
-0.68	0.04	0.59
-0.56	0.12	0.52
-0.64	0.02	0.55
-0.56	-0.24	0.67
-0.48	-0.06	0.61
-0.6	0.06	0.58
-0.8	0.06	0.54
-0.68	0.08	0.53
-0.64	0.14	0.49
-0.84	0.42	0.74
-0.52	0.24	0.53
-0.76	0.16	0.58
-0.64	0.18	0.47
-0.72	0.2	0.47
-0.8	0.1	0.45
-0.56	0.16	0.53
-0.6	-0.02	0.57
-0.76	0.06	0.52
-0.68	4.85723e-17	0.55
-0.64	0.04	0.52
-0.84	0.28	0.48
-0.84	0.34	0.59
-0.72	0.02	0.58
-0.72	0.44	0.51
-0.72	0.28	0.52
-0.96	0.46	0.51
-0.8	0.4	0.43
-0.48	0.16	0.48
-0.64	0.18	0.45
-0.72	0.36	0.49
-0.52	0.12	0.58
-0.56	0.24	0.6
-0.6	0.34	0.55
-0.8	0.18	0.64
-0.44	0.12	0.49
-0.52	-0.06	0.55
-0.6	-0.28	0.53
-0.64	-0.14	0.55
-0.96	-0.56	0.49
-0.8	-0.3	0.47
-0.92	-0.22	0.42
-0.92	-0.2	0.45
-0.88	-0.28	0.52
-0.76	-0.26	0.45
-0.8	-0.2	0.61
-0.72	-0.1	0.49
-0.76	-0.28	0.37
-0.6	-0.32	0.56
-0.64	-0.34	0.47
-0.36	-0.06	0.6
-0.64	-0.02	0.5
-0.72	-0.18	0.5
-0.4	-0.1	0.62
-0.4	-0.24	0.63
-0.68	-0.22	0.53
-0.52	-0.2	0.63
-0.84	-0.32	0.52
-0.64	-0.2	0.54
-0.6	-0.3	0.61
-0.76	-0.46	0.54
-1.12	-0.64	0.37
-0.8	-0.5	0.43
-0.68	-0.42	0.58
-0.56	-0.4	0.51
-0.6	-0.18	0.63
-0.6	-0.2	0.63
-0.68	-0.22	0.51
-0.76	-0.3	0.48
-0.8	-0.46	0.46
-0.96	-0.46	0.44
-0.8	-0.38	0.5
-0.76	-0.28	0.43
-0.8	-0.34	0.51
-0.32	-0.1	0.54
-0.4	-0.3	0.7
-0.68	-0.44	0.53
-0.92	-0.56	0.44
-0.76	-0.34	0.55
-0.8	-0.54	0.44
-0.6	-0.3	0.48
-0.76	-0.2	0.63
-0.88	6.245e-17	0.58
-0.96	0.04	0.42
-0.84	4.85723e-17	0.5
-0.92	0.06	0.45
-0.92	0.08	0.47
-0.8	-0.02	0.43
-0.6	0.2	0.51
-0.56	0.06	0.57
-0.4	0.02	0.68
-0.72	0.06	0.58
-0.8	0.2	0.57
-0.6	0.08	0.62
-0.88	0.08	0.62
-0.68	0.14	0.47
-0.72	-0.02	0.58
-0.68	-0.2	0.53
-0.6	-0.26	0.61
-0.68	-0.14	0.5
-0.76	0.04	0.55
-0.88	-0.1	0.53
-0.68	-0.02	0.52
-0.64	6.245e-17	0.49
-0.8	-0.22	0.47
-0.88	-0.2	0.53
-0.84	-0.42	0.41
-0.96	-0.62	0.52
-0.88	-0.52	0.43
-0.8	-0.44	0.36
-0.72	-0.46	0.55
-0.8	-0.2	0.53
-0.72	-0.24	0.48
-0.64	-0.2	0.4
-0.68	-0.1	0.49
-0.56	0.04	0.59
-0.48	0.02	0.59
-0.56	-0.04	0.57
-0.64	-0.22	0.53
-0.76	-0.22	0.5
-0.36	-0.02	0.56
-0.8	-0.16	0.49
-0.72	-0.02	0.55
-0.56	-0.26	0.6
-0.48	-0.2	0.61
-0.44	-0.02	0.51
-0.52	-0.12	0.65
-0.28	-0.02	0.69
-0.64	0.1	0.54
-0.8	0.16	0.63
-0.52	0.22	0.51
-0.72	0.22	0.46
-0.68	4.85723e-17	0.49
-0.88	0.16	0.44
-0.92	0.1	0.51
-0.6	0.26	0.54
-0.4	0.24	0.61
-0.6	0.26	0.63
-0.68	0.14	0.66
-0.48	0.06	0.56
-0.36	-0.02	0.68
-0.56	-0.02	0.66
-0.4	-0.04	0.61
-0.52	-0.06	0.69
-0.4	0.14	0.6
-0.8	0.44	0.61
-0.76	0.5	0.45
-1	0.54	0.42
-0.56	0.18	0.46
-0.8	0.18	0.56
-1.12	0.46	0.44
-0.72	0.26	0.42
-0.64	0.22	0.56
-1.04	0.54	0.4
-1	0.46	0.38
-0.76	0.36	0.45
-0.8	0.42	0.57
-0.6	0.38	0.44
-0.72	0.42	0.54
-0.88	0.28	0.49
-0.76	0.2	0.54
-0.84	0.2	0.44
-0.76	0.32	0.48
-0.72	0.4	0.6
-0.6	0.36	0.5
-0.56	0.22	0.53
-0.76	0.3	0.52
-0.56	0.28	0.63
-0.56	0.02	0.57
-0.92	0.26	0.6
-0.96	0.38	0.48
-0.44	0.22	0.52
-0.76	0.3	0.54
-0.6	0.2	0.55
-0.64	-0.04	0.66
-0.36	-0.08	0.62
-0.52	0.06	0.59
-0.72	0.14	0.62
-0.68	0.1	0.52
-0.84	0.28	0.45
-0.88	0.38	0.45
-1.04	0.4	0.43
-0.72	0.3	0.51
-0.76	0.1	0.5
-0.88	4.85723e-17	0.53
-0.56	4.85723e-17	0.54
-0.64	-0.28	0.6
-0.64	-0.38	0.47
-0.76	-0.38	0.42
-0.76	-0.5	0.48
-0.88	-0.56	0.47
-0.96	-0.52	0.4
-0.96	-0.46	0.35
-0.88	-0.46	0.46
-0.68	-0.4	0.43
-0.76	-0.24	0.48
-0.6	-0.02	0.53
-0.56	-0.14	0.56
